World,Level,Meta,Puzzle No.,Puzzle,No. Possible,No. Required,ScrambleYN,Letter,Piece 1,Piece 2,Piece 3,Piece 4,Piece 5,Piece 6,Notes,Solution 1,Solution 2,Solution 3,Solution 4,Solution 5,Solution 6,Solution 7,Solution 8,Solution 9,Solution 10,Solution 11,Solution 12,Solution 13,Solution 14,Solution 15,Solution 16,No. Letters,No. Blanks,No. Repeat Ltr. Cubes,Full-length Freq.,Min. Freq.,Max. Freq.,No. Freq. 1,No. Freq. 2,No. Freq. 3,No. Freq. 4,No. Freq. 5,No. Freq. 6,No. Freq. 7,No. Freq. 8,No. Freq. 9,No. Freq. 10
,,,,EGGPLANT,2,,,,EGG,PLA,NT ,,,,,PLANT,EGGPLANT,,,,,,,,,,,,,,,8,1,0,3,0,3,1,0,0,1,0,0,0,0,0,0
,,,,TWOPENNY,2,,,,TWO,PEN,NY ,,,,,TWOPENNY,PENNY,,,,,,,,,,,,,,,8,1,0,6,2,6,0,0,1,0,0,0,1,0,0,0
,,,,CANER,4,,,,CA,NE,R ,,,,,CAR,CANER,CANE,ACNE,,,,,,,,,,,,,5,1,0,6,0,6,1,0,0,2,0,0,1,0,0,0
,,,,ELECTRIC,2,,,, EL,ECT,RIC,,,,,ELECT,ELECTRIC,,,,,,,,,,,,,,,8,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
,,,,FLOUTING,4,,,, FL,OUT,ING,,,,,OUTING,FLING,FLOUTING,FLOUT,,,,,,,,,,,,,8,1,0,3,3,3,0,0,0,4,0,0,0,0,0,0
,,,,DAVIT,2,,,,DA,VI,T ,,,,,TAD,DAVIT,,,,,,,,,,,,,,,5,1,0,5,4,5,0,0,0,0,1,1,0,0,0,0
,,,,ZINGIEST,2,,,, ZI,NGI,EST,,,,,ZINGIEST,INGEST,,,,,,,,,,,,,,,8,1,0,6,3,6,0,0,0,1,0,0,1,0,0,0
,,,,TAPROOMS,2,,,,TAP,ROO,MS ,,,,,TAPROOMS,ROOMS,,,,,,,,,,,,,,,8,1,0,5,1,5,0,1,0,0,0,1,0,0,0,0
,,,,SKYJACKS,2,,,,SKY,JAC,KS ,,,,,SKYJACKS,JACKS,,,,,,,,,,,,,,,8,1,0,5,3,5,0,0,0,1,0,1,0,0,0,0
,,,,PISMIRES,3,,,,PIS,MIR,ES ,,,,,MIRES,PISMIRES,SPIES,,,,,,,,,,,,,,8,1,0,6,2,6,0,0,1,1,0,0,1,0,0,0
,,,,SIXPENCE,2,,,, SI,XPE,NCE,,,,,SINCE,SIXPENCE,,,,,,,,,,,,,,,8,1,0,3,0,3,1,0,0,1,0,0,0,0,0,0
,,,,MORPHEME,2,,,, MO,RPH,EME,,,,,MORPHEME,MORPH,,,,,,,,,,,,,,,8,1,0,5,5,6,0,0,0,0,0,1,1,0,0,0
,,,,ADONISES,2,,,,ADO,NIS,ES ,,,,,ADONISES,ADONIS,,,,,,,,,,,,,,,8,1,0,5,5,5,0,0,0,0,0,2,0,0,0,0
,,,,TOGGLE,2,,,,TO,GG,LE,,,,,TOGGLE,TOLE,,,,,,,,,,,,,,,6,0,1,2,2,6,0,0,1,0,0,0,1,0,0,0
,,,,EIGHTEEN,2,,,, EI,GHT,EEN,,,,,EIGHTEEN,EIGHT,,,,,,,,,,,,,,,8,1,0,2,0,2,1,0,1,0,0,0,0,0,0,0
,,,,TINNIEST,2,,,,TIN,NIE,ST ,,,,,STINT,TINNIEST,,,,,,,,,,,,,,,8,1,0,3,3,3,0,0,0,2,0,0,0,0,0,0
,,,,LILIES,2,,,,LI,LI,ES,,,,,LIES,LILIES,,,,,,,,,,,,,,,6,0,0,3,1,3,0,1,0,1,0,0,0,0,0,0
,,,,COMPLIES,3,,,,COM,PLI,ES ,,,,,PLIES,COMPLIES,COMES,,,,,,,,,,,,,,8,1,0,3,1,3,0,1,0,2,0,0,0,0,0,0
,,,,FAKERS,2,,,,FA,KE,RS,,,,,FAKERS,FAKE,,,,,,,,,,,,,,,6,0,0,5,2,5,0,0,1,0,0,1,0,0,0,0
,,,,COMPLIED,2,,,,COM,PLI,ED ,,,,,COMPLIED,PLIED,,,,,,,,,,,,,,,8,1,0,3,3,3,0,0,0,2,0,0,0,0,0,0
,,,,INJURE,2,,,,IN,JU,RE,,,,,REIN,INJURE,,,,,,,,,,,,,,,6,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0
,,,,IRRIGATE,2,,,, IR,RIG,ATE,,,,,IRRIGATE,IRATE,,,,,,,,,,,,,,,8,1,0,3,2,3,0,0,1,1,0,0,0,0,0,0
,,,,CHALKIER,2,,,, CH,ALK,IER,,,,,CHALK,CHALKIER,,,,,,,,,,,,,,,8,1,0,3,2,3,0,0,1,1,0,0,0,0,0,0
,,,,PINIER,3,,,,PI,NI,ER,,,,,PINIER,REIN,PIER,,,,,,,,,,,,,,6,0,0,6,3,6,0,0,0,2,0,0,1,0,0,0
,,,,INJURY,2,,,,IN,JU,RY,,,,,INJURY,JURY,,,,,,,,,,,,,,,6,0,0,2,2,2,0,0,2,0,0,0,0,0,0,0
,,,,FRIGHTED,3,,,,FRI,GHT,ED ,,,,,FRIED,FRIGHTED,FRIGHT,,,,,,,,,,,,,,8,1,0,3,2,3,0,0,1,2,0,0,0,0,0,0
,,,,FRIGHTEN,2,,,,FRI,GHT,EN ,,,,,FRIGHTEN,FRIGHT,,,,,,,,,,,,,,,8,1,0,2,2,3,0,0,1,1,0,0,0,0,0,0
,,,,NOSTRUMS,2,,,, NO,STR,UMS,,,,,STRUMS,NOSTRUMS,,,,,,,,,,,,,,,8,1,0,5,3,5,0,0,0,1,0,1,0,0,0,0
,,,,IMPANELS,2,,,, IM,PAN,ELS,,,,,PANELS,IMPANELS,,,,,,,,,,,,,,,8,1,0,5,2,5,0,0,1,0,0,1,0,0,0,0
,,,,PARROTED,3,,,,PAR,ROT,ED ,,,,,PARED,PARROTED,PARROT,,,,,,,,,,,,,,8,1,0,3,2,3,0,0,1,2,0,0,0,0,0,0
,,,,PIFFLING,2,,,, PI,FFL,ING,,,,,PIFFLING,PIING,,,,,,,,,,,,,,,8,1,0,6,5,6,0,0,0,0,0,1,1,0,0,0
,,,,NOSING,3,,,,NO,SI,NG,,,,,SING,NOSING,SIGN,,,,,,,,,,,,,,6,0,0,3,0,3,2,0,0,1,0,0,0,0,0,0
,,,,SHIRTING,3,,,, SH,IRT,ING,,,,,SHIRTING,SHIRT,TIRING,,,,,,,,,,,,,,8,1,0,3,2,3,0,0,2,1,0,0,0,0,0,0
,,,,GIMLETED,2,,,,GIM,LET,ED ,,,,,GIMLET,GIMLETED,,,,,,,,,,,,,,,8,1,0,5,5,5,0,0,0,0,0,2,0,0,0,0
,,,,VIKING,2,,,,VI,KI,NG,,,,,VIKING,KING,,,,,,,,,,,,,,,6,0,0,5,1,5,0,1,0,0,0,1,0,0,0,0
,,,,UDDER,3,,,,UD,DE,R ,,,,,UDDER,DUDE,RED,,,,,,,,,,,,,,5,1,0,3,0,3,1,0,0,2,0,0,0,0,0,0
,,,,FURBELOW,3,,,,FUR,BEL,OW ,,,,,ELBOW,BELOW,FURBELOW,,,,,,,,,,,,,,8,1,0,5,0,5,1,0,0,1,0,1,0,0,0,0
,,,,MOBILE,3,,,,MO,BI,LE,,,,,MOBILE,BILE,MOLE,,,,,,,,,,,,,,6,0,0,2,2,3,0,0,2,1,0,0,0,0,0,0
,,,,COPSE,6,,,, C,OP,SE,,,,,COP,OPES,POSE,SEC,COPSE,COPES,,,,,,,,,,,5,1,0,2,0,6,1,0,2,1,0,1,1,0,0,0
,,,,OFFERING,2,,,, OF,FER,ING,,,,,OFFERING,OFFER,,,,,,,,,,,,,,,8,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
,,,,TAFFRAIL,2,,,,TAF,FRA,IL ,,,,,TAFFRAIL,FRAIL,,,,,,,,,,,,,,,8,1,0,6,3,6,0,0,0,1,0,0,1,0,0,0
,,,,PORTHOLE,2,,,,POR,THO,LE ,,,,,PORTHOLE,THOLE,,,,,,,,,,,,,,,8,1,0,3,3,6,0,0,0,1,0,0,1,0,0,0
,,,,PATROL,3,,,,PA,TR,OL,,,,,PART,PATROL,TRAP,,,,,,,,,,,,,,6,0,0,3,0,3,1,1,0,1,0,0,0,0,0,0
,,,,CUDGELED,2,,,,CUD,GEL,ED ,,,,,CUDGEL,CUDGELED,,,,,,,,,,,,,,,8,1,0,5,5,5,0,0,0,0,0,2,0,0,0,0
,,,,SWOONING,3,,,, SW,OON,ING,,,,,SWOONING,SWOON,SWING,,,,,,,,,,,,,,8,1,0,3,2,3,0,0,1,2,0,0,0,0,0,0
,,,,DUDING,3,,,,DU,DI,NG,,,,,DING,DUNG,DUDING,,,,,,,,,,,,,,6,0,0,3,3,5,0,0,0,2,0,1,0,0,0,0
,,,,WRITHING,3,,,,WRI,THI,NG ,,,,,WRITHING,THING,WRING,,,,,,,,,,,,,,8,1,0,3,0,3,1,0,0,2,0,0,0,0,0,0
,,,,REVOKE,3,,,,RE,VO,KE,,,,,OVER,REEK,REVOKE,,,,,,,,,,,,,,6,0,0,3,0,3,1,0,0,2,0,0,0,0,0,0
,,,,BROODILY,2,,,, BR,OOD,ILY,,,,,BROOD,BROODILY,,,,,,,,,,,,,,,8,1,0,6,3,6,0,0,0,1,0,0,1,0,0,0
,,,,SAGELY,2,,,,SA,GE,LY,,,,,SAGELY,SAGE,,,,,,,,,,,,,,,6,0,0,6,3,6,0,0,0,1,0,0,1,0,0,0
,,,,HIGHS,3,,,,HI,GH,S ,,,,,HIGH,HIGHS,HIS,,,,,,,,,,,,,,5,1,0,3,0,3,2,0,0,1,0,0,0,0,0,0
,,,,NUTTY,3,,,, N,UT,TY,,,,,NUTTY,NUT,TUN,,,,,,,,,,,,,,5,1,0,3,2,5,0,0,1,1,0,1,0,0,0,0
,,,,MINARETS,2,,,,MIN,ARE,TS ,,,,,MINARETS,MINTS,,,,,,,,,,,,,,,8,1,0,5,3,5,0,0,0,1,0,1,0,0,0,0
,,,,FLYSPECK,2,,,, FL,YSP,ECK,,,,,FLYSPECK,FLECK,,,,,,,,,,,,,,,8,1,0,5,3,5,0,0,0,1,0,1,0,0,0,0
,,,,COITUS,2,,,,CO,IT,US,,,,,COITUS,SUIT,,,,,,,,,,,,,,,6,0,0,5,0,5,1,0,0,0,0,1,0,0,0,0
,,,,TIMBERED,3,,,,TIM,BER,ED ,,,,,TIMED,TIMBERED,TIMBER,,,,,,,,,,,,,,8,1,0,3,1,3,0,1,0,2,0,0,0,0,0,0
,,,,EXALTS,5,,,,EX,AL,TS,,,,,LAST,LAXEST,ALTS,LATS,EXALTS,,,,,,,,,,,,6,0,0,3,0,5,1,0,0,2,0,2,0,0,0,0
,,,,BLOODIES,2,,,, BL,OOD,IES,,,,,BLOODIES,BLOOD,,,,,,,,,,,,,,,8,1,0,3,0,3,1,0,0,1,0,0,0,0,0,0
,,,,BREACH,3,,,,BR,EA,CH,,,,,BREACH,BRAE,EACH,,,,,,,,,,,,,,6,0,0,1,0,6,1,1,0,0,0,0,1,0,0,0
,,,,ACRONYMS,3,,,,ACR,ONY,MS ,,,,,CRAMS,CRAYON,ACRONYMS,,,,,,,,,,,,,,8,1,0,2,2,3,0,0,1,2,0,0,0,0,0,0
,,,,LEGACY,2,,,,LE,GA,CY,,,,,GALE,LEGACY,,,,,,,,,,,,,,,6,0,0,3,3,3,0,0,0,2,0,0,0,0,0,0
,,,,HANKERED,2,,,,HAN,KER,ED ,,,,,HANKERED,HANKER,,,,,,,,,,,,,,,8,1,0,3,3,3,0,0,0,2,0,0,0,0,0,0
,,,,TWOFER,2,,,,TW,OF,ER,,,,,FORE,TWOFER,,,,,,,,,,,,,,,6,0,0,5,3,5,0,0,0,1,0,1,0,0,0,0
,,,,CLIMBING,3,,,, CL,IMB,ING,,,,,CLIMBING,CLIMB,CLING,,,,,,,,,,,,,,8,1,0,2,2,3,0,0,2,1,0,0,0,0,0,0
,,,,NEURAL,3,,,,NE,UR,AL,,,,,LANE,RUNE,NEURAL,,,,,,,,,,,,,,6,0,0,2,2,3,0,0,2,1,0,0,0,0,0,0
,,,,EXEMPTED,2,,,,EXE,MPT,ED ,,,,,EXEMPTED,EXEMPT,,,,,,,,,,,,,,,8,1,0,3,2,3,0,0,1,1,0,0,0,0,0,0
,,,,ENFOLD,2,,,,EN,FO,LD,,,,,FOLD,ENFOLD,,,,,,,,,,,,,,,6,0,0,5,2,5,0,0,1,0,0,1,0,0,0,0
,,,,MARSHY,2,,,,MA,RS,HY,,,,,MARSHY,MARS,,,,,,,,,,,,,,,6,0,0,3,3,3,0,0,0,2,0,0,0,0,0,0
,,,,ERRAND,5,,,,ER,RA,ND,,,,,RAND,ERRAND,RARE,REND,REAR,,,,,,,,,,,,6,0,0,3,1,5,0,1,2,1,0,1,0,0,0,0
,,,,VERTEBRA,2,,,,VER,TEB,RA ,,,,,RAVER,VERTEBRA,,,,,,,,,,,,,,,8,1,0,3,3,6,0,0,0,1,0,0,1,0,0,0
,,,,ERRANT,6,,,,ER,RA,NT,,,,,RARE,RANT,REAR,RENT,RANTER,ERRANT,,,,,,,,,,,6,0,0,3,0,5,1,1,2,1,0,1,0,0,0,0
,,,,HELMS,4,,,,HE,LM,S ,,,,,HELM,HELMS,SHE,HES,,,,,,,,,,,,,5,1,0,3,0,3,1,1,0,2,0,0,0,0,0,0
,,,,CORBEL,2,,,,CO,RB,EL,,,,,COLE,CORBEL,,,,,,,,,,,,,,,6,0,0,6,5,6,0,0,0,0,0,1,1,0,0,0
,,,,CULLED,4,,,,CU,LL,ED,,,,,CULL,CULLED,CUED,DELL,,,,,,,,,,,,,6,0,1,3,3,5,0,0,0,3,0,1,0,0,0,0
,,,,DOLDRUMS,2,,,,DOL,DRU,MS ,,,,,DOLDRUMS,DRUMS,,,,,,,,,,,,,,,8,1,0,3,2,3,0,0,1,1,0,0,0,0,0,0
,,,,RECOURSE,2,,,,REC,OUR,SE ,,,,,ROUSE,RECOURSE,,,,,,,,,,,,,,,8,1,0,3,3,3,0,0,0,2,0,0,0,0,0,0
,,,,TRUMPERY,2,,,, TR,UMP,ERY,,,,,TRUMP,TRUMPERY,,,,,,,,,,,,,,,8,1,0,5,3,5,0,0,0,1,0,1,0,0,0,0
,,,,ROUGHENS,2,,,, RO,UGH,ENS,,,,,ROUGHENS,ROUGH,,,,,,,,,,,,,,,8,1,0,3,1,3,0,1,0,1,0,0,0,0,0,0
,,,,LEGMAN,3,,,,LE,GM,AN,,,,,ELAN,LEAN,LEGMAN,,,,,,,,,,,,,,6,0,0,5,2,5,0,0,1,0,0,2,0,0,0,0
,,,,FARAD,4,,,,FA,RA,D ,,,,,FARAD,RAD,AFAR,FAD,,,,,,,,,,,,,5,1,0,6,3,6,0,0,0,3,0,0,1,0,0,0
,,,,DIKING,3,,,,DI,KI,NG,,,,,DING,KING,DIKING,,,,,,,,,,,,,,6,0,0,3,1,5,0,1,0,1,0,1,0,0,0,0
,,,,COWORKER,2,,,,COW,ORK,ER ,,,,,COWER,COWORKER,,,,,,,,,,,,,,,8,1,0,4,3,4,0,0,0,1,1,0,0,0,0,0
,,,,KNUCKLES,2,,,,KNU,CKL,ES ,,,,,KNUCKLES,NUKES,,,,,,,,,,,,,,,8,1,0,3,3,4,0,0,0,1,1,0,0,0,0,0
,,,,LOCKED,4,,,,LO,CK,ED,,,,,LOCK,LOCKED,LODE,DECK,,,,,,,,,,,,,6,0,0,1,1,5,0,2,1,0,0,1,0,0,0,0
,,,,LOCKET,2,,,,LO,CK,ET,,,,,LOCK,LOCKET,,,,,,,,,,,,,,,6,0,0,3,1,3,0,1,0,1,0,0,0,0,0,0
,,,,BEVELING,4,,,, BE,VEL,ING,,,,,BEING,BEVEL,BEGIN,BEVELING,,,,,,,,,,,,,8,1,0,4,0,4,2,0,0,0,2,0,0,0,0,0
,,,,CHAOS,2,,,, C,HA,OS,,,,,COS,CHAOS,,,,,,,,,,,,,,,5,1,0,1,1,6,0,1,0,0,0,0,1,0,0,0
,,,,REGROW,4,,,,RE,GR,OW,,,,,REGROW,GROW,GROWER,WORE,,,,,,,,,,,,,6,0,0,3,0,6,1,1,0,1,0,0,1,0,0,0
,,,,KOPECK,2,,,,KO,PE,CK,,,,,KOPECK,PECK,,,,,,,,,,,,,,,6,0,0,5,3,5,0,0,0,1,0,1,0,0,0,0
,,,,DIATRIBE,2,,,,DIA,TRI,BE ,,,,,TRIBE,DIATRIBE,,,,,,,,,,,,,,,8,1,0,3,2,3,0,0,1,1,0,0,0,0,0,0
,,,,FLAKY,5,,,,FL,AK,Y ,,,,,FLY,KAY,FLAKY,YAK,FLAK,,,,,,,,,,,,5,1,0,3,0,5,1,0,0,3,0,1,0,0,0,0
,,,,PINCHING,3,,,, PI,NCH,ING,,,,,PINCH,PIING,PINCHING,,,,,,,,,,,,,,8,1,0,2,2,5,0,0,2,0,0,1,0,0,0,0
,,,,PUNCHING,2,,,, PU,NCH,ING,,,,,PUNCHING,PUNCH,,,,,,,,,,,,,,,8,1,0,2,2,2,0,0,2,0,0,0,0,0,0,0
,,,,PANTHERS,2,,,, PA,NTH,ERS,,,,,PARSE,PANTHERS,,,,,,,,,,,,,,,8,1,0,3,2,3,0,0,1,1,0,0,0,0,0,0
,,,,PASSIONS,2,,,,PAS,SIO,NS ,,,,,PASSIONS,SPANS,,,,,,,,,,,,,,,8,1,0,3,3,3,0,0,0,2,0,0,0,0,0,0
,,,,ROSINING,2,,,, RO,SIN,ING,,,,,ROSIN,ROSINING,,,,,,,,,,,,,,,8,1,0,5,5,5,0,0,0,0,0,2,0,0,0,0
,,,,PAYERS,2,,,,PA,YE,RS,,,,,PAYERS,PARS,,,,,,,,,,,,,,,6,0,0,3,3,3,0,0,0,2,0,0,0,0,0,0
,,,,APPEAL,2,,,,AP,PE,AL,,,,,PEAL,APPEAL,,,,,,,,,,,,,,,6,0,0,1,1,3,0,1,0,1,0,0,0,0,0,0
,,,,DANCED,2,,,,DA,NC,ED,,,,,DANCED,DEAD,,,,,,,,,,,,,,,6,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0
,,,,BLUBBERS,2,,,,BLU,BBE,RS ,,,,,BLUBBERS,BLURS,,,,,,,,,,,,,,,8,1,0,3,3,3,0,0,0,2,0,0,0,0,0,0
,,,,DANCER,3,,,,DA,NC,ER,,,,,READ,DANCER,DARE,,,,,,,,,,,,,,6,0,0,3,0,3,1,1,0,1,0,0,0,0,0,0
,,,,PLACENTA,3,,,, PL,ACE,NTA,,,,,PLACENTA,PLANT,PLACE,,,,,,,,,,,,,,8,1,0,3,0,3,2,0,0,1,0,0,0,0,0,0
,,,,GUMDROPS,2,,,,GUM,DRO,PS ,,,,,DROPS,GUMDROPS,,,,,,,,,,,,,,,8,1,0,3,1,3,0,1,0,1,0,0,0,0,0,0
,,,,RATIONED,3,,,,RAT,ION,ED ,,,,,RATED,RATIONED,RATION,,,,,,,,,,,,,,8,1,0,3,2,3,0,0,1,2,0,0,0,0,0,0
,,,,DRYADS,3,,,,DR,YA,DS,,,,,DRAY,YARD,DRYADS,,,,,,,,,,,,,,6,0,0,5,0,5,1,0,0,0,0,2,0,0,0,0
,,,,POUNDAGE,2,,,, PO,UND,AGE,,,,,POUND,POUNDAGE,,,,,,,,,,,,,,,8,1,0,6,0,6,1,0,0,0,0,0,1,0,0,0
,,,,ANYPLACE,2,,,,ANY,PLA,CE ,,,,,PLACE,ANYPLACE,,,,,,,,,,,,,,,8,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
,,,,MISSED,2,,,,MI,SS,ED,,,,,MISS,MISSED,,,,,,,,,,,,,,,6,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
,,,,YAMMERED,2,,,,YAM,MER,ED ,,,,,YAMMERED,YAMMER,,,,,,,,,,,,,,,8,1,0,5,5,5,0,0,0,0,0,2,0,0,0,0
,,,,JERRYCAN,2,,,, JE,RRY,CAN,,,,,JERRY,JERRYCAN,,,,,,,,,,,,,,,8,1,0,6,5,6,0,0,0,0,0,1,1,0,0,0
,,,,MOUNTS,5,,,,MO,UN,TS,,,,,MOUNTS,MOST,MOTS,NUTS,STUN,,,,,,,,,,,,6,0,0,2,0,6,1,0,3,0,0,0,1,0,0,0
,,,,PRESERVE,4,,,,PRE,SER,VE ,,,,,VEERS,PRESERVE,VERSE,SERVE,,,,,,,,,,,,,8,1,0,1,0,3,1,1,1,1,0,0,0,0,0,0
,,,,REVIEWED,3,,,, RE,VIE,WED,,,,,REWED,VIEWED,REVIEWED,,,,,,,,,,,,,,8,1,0,2,2,6,0,0,2,0,0,0,1,0,0,0
,,,,GAROTE,3,,,,GA,RO,TE,,,,,GATE,GAROTE,ROTE,,,,,,,,,,,,,,6,0,0,5,2,5,0,0,1,1,0,1,0,0,0,0
,,,,LABELLED,4,,,, LA,BEL,LED,,,,,LADLE,LABELLED,BELLED,LABEL,,,,,,,,,,,,,8,1,0,1,1,3,0,2,0,2,0,0,0,0,0,0
,,,,SMITES,3,,,,SM,IT,ES,,,,,TIES,SMITES,SMIT,,,,,,,,,,,,,,6,0,0,3,1,3,0,1,0,2,0,0,0,0,0,0
,,,,REVIEWER,2,,,, RE,VIE,WER,,,,,VIEWER,REVIEWER,,,,,,,,,,,,,,,8,1,0,3,2,3,0,0,1,1,0,0,0,0,0,0
,,,,OEDEMA,2,,,,OE,DE,MA,,,,,MADE,OEDEMA,,,,,,,,,,,,,,,6,0,0,5,0,5,1,0,0,0,0,1,0,0,0,0
,,,,PUPAS,8,,,,PU,PA,S ,,,,,PUPAS,PAS,SUP,PUPA,SPA,SAP,UPS,PUS,,,,,,,,,5,1,0,5,2,5,0,0,1,5,0,2,0,0,0,0
,,,,JIBED,4,,,,JI,BE,D ,,,,,JIBED,DEB,JIBE,BED,,,,,,,,,,,,,5,1,0,3,0,5,1,0,0,2,0,1,0,0,0,0
,,,,PUPAE,3,,,,PU,PA,E ,,,,,PUPA,PUPAE,APE,,,,,,,,,,,,,,5,1,0,5,3,5,0,0,0,1,0,2,0,0,0,0
,,,,POUTED,3,,,,PO,UT,ED,,,,,POUT,POUTED,OPED,,,,,,,,,,,,,,6,0,0,3,3,6,0,0,0,2,0,0,1,0,0,0
,,,,MIDSHIPS,2,,,,MID,SHI,PS ,,,,,MIDSHIPS,SHIPS,,,,,,,,,,,,,,,8,1,0,6,2,6,0,0,1,0,0,0,1,0,0,0
,,,,BAKED,4,,,,BA,KE,D ,,,,,BAD,BAKE,BAKED,DAB,,,,,,,,,,,,,5,1,0,2,0,2,2,0,2,0,0,0,0,0,0,0
,,,,SPELLERS,2,,,, SP,ELL,ERS,,,,,SPELL,SPELLERS,,,,,,,,,,,,,,,8,1,0,5,0,5,1,0,0,0,0,1,0,0,0,0
,,,,CUBICLES,2,,,, CU,BIC,LES,,,,,CUBICLES,CUBIC,,,,,,,,,,,,,,,8,1,0,3,2,3,0,0,1,1,0,0,0,0,0,0
,,,,CRAVEN,2,,,,CR,AV,EN,,,,,VANE,CRAVEN,,,,,,,,,,,,,,,6,0,0,5,3,5,0,0,0,1,0,1,0,0,0,0
,,,,TOTTERED,3,,,,TOT,TER,ED ,,,,,TOTTER,TOTTERED,TOTED,,,,,,,,,,,,,,8,1,0,3,3,3,0,0,0,3,0,0,0,0,0,0
,,,,LYNCHPIN,2,,,, LY,NCH,PIN,,,,,LYNCH,LYNCHPIN,,,,,,,,,,,,,,,8,1,0,3,3,3,0,0,0,2,0,0,0,0,0,0
,,,,RELAUNCH,2,,,, RE,LAU,NCH,,,,,RELAUNCH,LAUNCH,,,,,,,,,,,,,,,8,1,0,6,2,6,0,0,1,0,0,0,1,0,0,0
,,,,CANVASES,4,,,,CAN,VAS,ES ,,,,,CANVASES,CANVAS,CANES,VASES,,,,,,,,,,,,,8,1,0,3,3,3,0,0,0,4,0,0,0,0,0,0
,,,,RALLYING,2,,,,RAL,LYI,NG ,,,,,RALLYING,LYING,,,,,,,,,,,,,,,8,1,0,3,1,3,0,1,0,1,0,0,0,0,0,0
,,,,MAID,2,,,,MA,ID,,,,,,MAID,AMID,,,,,,,,,,,,,,,4,2,0,3,3,3,0,0,0,2,0,0,0,0,0,0
,,,,GASSIEST,2,,,, GA,SSI,EST,,,,,GATES,GASSIEST,,,,,,,,,,,,,,,8,1,0,4,2,4,0,0,1,0,1,0,0,0,0,0
,,,,CLOWNING,4,,,, CL,OWN,ING,,,,,OWNING,CLING,CLOWN,CLOWNING,,,,,,,,,,,,,8,1,0,3,2,3,0,0,1,3,0,0,0,0,0,0
,,,,FIVERS,3,,,,FI,VE,RS,,,,,FIVERS,FIVE,FIRS,,,,,,,,,,,,,,6,0,0,6,0,6,1,0,0,1,0,0,1,0,0,0
,,,,CANVASED,3,,,,CAN,VAS,ED ,,,,,CANVAS,CANED,CANVASED,,,,,,,,,,,,,,8,1,0,3,3,3,0,0,0,3,0,0,0,0,0,0
,,,,UNEVENLY,2,,,,UNE,VEN,LY ,,,,,UNEVENLY,UNEVEN,,,,,,,,,,,,,,,8,1,0,3,3,3,0,0,0,2,0,0,0,0,0,0
,,,,BLARED,3,,,,BL,AR,ED,,,,,DEAR,BLED,BLARED,,,,,,,,,,,,,,6,0,0,3,0,3,1,0,0,2,0,0,0,0,0,0
,,,,ATTESTED,3,,,,ATT,EST,ED ,,,,,STEED,ATTEST,ATTESTED,,,,,,,,,,,,,,8,1,0,3,3,5,0,0,0,2,0,1,0,0,0,0
,,,,GAMINESS,3,,,, GA,MIN,ESS,,,,,GAMIN,GASES,GAMINESS,,,,,,,,,,,,,,8,1,0,6,3,6,0,0,0,1,0,1,1,0,0,0
,,,,DRIBBLED,2,,,,DRI,BBL,ED ,,,,,DRIBBLED,DRIED,,,,,,,,,,,,,,,8,1,0,3,2,3,0,0,1,1,0,0,0,0,0,0
,,,,TROWED,4,,,,TR,OW,ED,,,,,OWED,TROW,TROWED,WORT,,,,,,,,,,,,,6,0,0,6,1,6,0,1,0,0,0,0,3,0,0,0
,,,,COLLIERY,2,,,,COL,LIE,RY ,,,,,COLLIE,COLLIERY,,,,,,,,,,,,,,,8,1,0,5,3,5,0,0,0,1,0,1,0,0,0,0
,,,,DRIBBLER,3,,,,DRI,BBL,ER ,,,,,DRIER,DRIBBLER,RIDER,,,,,,,,,,,,,,8,1,0,5,3,5,0,0,0,2,0,1,0,0,0,0
,,,,DRIBBLES,3,,,,DRI,BBL,ES ,,,,,DRIES,RIDES,DRIBBLES,,,,,,,,,,,,,,8,1,0,3,2,3,0,0,2,1,0,0,0,0,0,0
,,,,AMPS,3,,,,AM,PS,,,,,,AMPS,SPAM,MAPS,,,,,,,,,,,,,,4,2,0,2,2,5,0,0,1,1,0,1,0,0,0,0
,,,,THEREFOR,4,,,, TH,ERE,FOR,,,,,THERE,FORTH,THREE,THEREFOR,,,,,,,,,,,,,8,1,0,6,0,6,2,1,0,0,0,0,1,0,0,0
,,,,GRANTORS,2,,,, GR,ANT,ORS,,,,,GRANTORS,GRANT,,,,,,,,,,,,,,,8,1,0,6,0,6,1,0,0,0,0,0,1,0,0,0
,,,,BOGEY,5,,,, B,OG,EY,,,,,BOGEY,BYE,BEY,GOB,BOG,,,,,,,,,,,,5,1,0,5,2,6,0,0,2,1,0,1,1,0,0,0
,,,,SCYTHING,2,,,,SCY,THI,NG ,,,,,THING,SCYTHING,,,,,,,,,,,,,,,8,1,0,3,0,3,1,0,0,1,0,0,0,0,0,0
,,,,RESCUING,2,,,,RES,CUI,NG ,,,,,CUING,RESCUING,,,,,,,,,,,,,,,8,1,0,3,3,3,0,0,0,2,0,0,0,0,0,0
